Dictionary,Type,Countries
UGANDA COMMERCIAL IMPEX LTD,Entity,AU
Ugus,Entity,AU
Ulan-Ude Aviation Plant Joint Stock Company,Entity ,AU
ULSTER DEFENCE ASSOCIATION,Entity,AU
ULSTER FREEDOM FIGHTERS,Entity,AU
UMATEX Joint-Stock Company (UMATEX) ,Entity,NZ
UMMAH TAMEER E-NAU,Entity,AU
Union of People’s Republics,Entity,AU
Union Populaire,Entity,AU
Unistar Company,Entity,AU
United Aircraft Corporation,Entity,NZ
United Aircraft Corporation ,Entity,AU
United Energy Corporation,Entity,AU
United Engine Corporation,Entity,"NZ, AU"
UNITED INSTRUMENT MANUFACTURING CORPORATION,Entity,"NZ, AU"
United Shipbuilding Corporation,Entity,"NZ, AU"
United Shipbuilding Corporation JSC Aysberg Central Design Building,Entity,NZ
United World International,Entity,AU
Universal-Avia – State Enterprise,Entity,AU
"Universal-Avia, Crimea State Aviation Enterprise",Entity,AU
"Universal-Avia, Gup Rk",Entity,AU
University of Imam Hoseyn,Entity,AU
University of Shahid Beheshti,Entity,AU
Unmanned Systems LLC   ,Entity,AU
Unsan,Entity,AU
Unsan Solid Tools,Entity,AU
Ural Civil Aviation Plant JSC,Entity ,AU
Ural Design Bureau Detal,Entity,NZ
Ural Optical and Mechanical Plant,Entity ,AU
"Ural Research Institute of Composite Materials Tactical Missile Corporation, Smolensk Aviation Plant JSC ",Entity,NZ
URALVAGONZAVOD,Entity,NZ
Uralvagonzavod ,Entity,AU
Usama Bin Laden Network,Entity,AU
Usama Bin Laden Organization,Entity,AU
UVICOM LTD,Entity,NZ
V.A. Degtyarev Plant Open Joint Stock Company,Entity,AU
V.V. Bakhirev State Scientific Research Institute of Machine Building Joint Stock Company,Entity,AU
Vacuum Karan,Entity,AU
Vacuum Karan Co,Entity,AU
Vahed-e Basij-e Mostazafeen,Entity,AU
VALIASR CORPS,Entity,AU
Vanguard for the Protection of Muslims in Black Africa,Entity,AU
Vanguards for the Protection of Muslims in Black Africa,Entity,AU
Vanguards of the Soldiers of the Caliphate,Entity,AU
Vazir,Entity,AU
Vertolety Rossii AO,Entity ,AU
Vezir,Entity,AU
Vityaz Machine-Building Company Joint Stock Company,Entity,AU
Vladimirovka Advanced Weapons and Research Complex,Entity,NZ
Vnesheconombank ,Bank,NZ
Vnesheconombank (VEB),Entity,AU
VNIIEF,Entity,AU
VNIINM JSC,Entity ,AU
VNIITF,Entity,AU
Volatavto OJSC,Entity,"NZ, AU"
VOLATAVTO Open Joint Stock Company,Entity,AU
Volga Group Investments,Entity,AU
Volga Resources,Entity,AU
Vostochnaya Stevedoring Company LLC,Entity,"NZ, AU"
Vostochnaya Verf JSC,Entity,AU
Vostok Battalion,Entity,"NZ, AU"
Vostok Brigade,Entity,AU
VPK NPO Mashinostroeniya,Entity ,AU
VSC,Entity,AU
Vserossiskoe Detsko-Yunosheskoe Voennopatrioticheskoe Obshchestvennoe Dvizhenie Yunarmiya,Entity,AU
VSMPO-AVISMA,Entity,NZ
VTB Bank,Bank,"NZ, AU"
VTB Bank (Belarus) JSC,Entity,NZ
Vympel Interstate Corporation Public Joint Stock Company,Entity,AU
Vympel MAK PAO Defense Corporation,Entity,AU
Vympel State Engineering Design Bureau JSC named after I.I. Toropov ,Entity,NZ
WAATASEMU CHARITY ASSOCIATION,Entity,AU
WAATASSIMOU FOUNDATION,Entity,AU
Wafa Al-Igatha Al-Islamia,Entity,AU
Wafa Humanitarian Organization,Entity,AU
Wagner Group,Entity,"NZ, AU"
Warriors of Jerusalem,Entity,AU
Web Kamerton,Entity,AU
Weihai World-Shipping Freight,Entity,AU
Western Education is a Sin,Entity,AU
Wilayat al Somal,Entity,AU
Wilayat al Tarabulus,Entity,AU
Wilayat Al-Tarablus,Entity,AU
"Wilayat al-Yemen, Province of Yemen",Entity,AU
Wilayat Barqa,Entity,"NZ, AU"
Wilayat Barqah,Entity,AU
Wilayat Fezzan,Entity,"NZ, AU"
Wilayat Sinai,Entity,AU
Wilayat Sumaal ,Entity,AU
Wilayat Tarablus,Entity,"NZ, AU"
Wilayat Tripolitania,Entity,"NZ, AU"
Wonbang Trading Co,Entity,AU
World Human Care,Entity,AU
Ya Mahdi Industrial Complex,Entity,AU
YA MAHDI INDUSTRIES GROUP,Entity,AU
Ya.M. Sverdlov Plant Federal State Enterprise,Entity,AU
Ya.M. Sverdlov Plant FSE,Entity,AU
Yahya Ayyash Units,Entity,AU
Yar San’at,Entity,AU
Yar Sanat,Entity,AU
Yarestan Vacuumi,Entity,AU
YARSANAT,Entity,AU
Yarsanat Co. Ltd.,Entity,AU
YAS AIR,Entity,AU
Yas Air Kish,Entity,AU
YASA PART,Entity,AU
Yasair Cargo Airline,Entity,AU
Yayasan Al-Manahil-Indonesia,Entity,AU
Yayasan Hilal Ahmar,Entity,AU
Yayasan Orang Tua Asuh,Entity,AU
Yazd Ammunition Manufacturing and Metallurgy Industries,Entity,AU
Yazd Metallurgical Industries,Entity,AU
YAZD METALLURGY INDUSTRIES,Entity,AU
Ye Min Hein Co. Ltd.,Entity,AU
Ye Min Hein Company Limited,Entity,AU
Yekan Parto,Entity,AU
YMI,Entity,AU
Yona Holding,Entity,AU
Yona Star,Entity,AU
Yona Star Company,Entity,AU
Yona Star International,Entity,AU
Yona Star Shipping,Entity,AU
Yona Star Trading International Co. Ltd,Entity,AU
Young Mujahideen Movement,Entity,AU
Young Mujahideen Movement in Somalia,Entity,AU
Youth Wing,Entity,"NZ, AU"
YUK TUNG ENERGY PTE LTD,Entity,AU
Yunarmiya,Entity,AU
Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades ,Entity,AU
ZALA Aero Group ,Entity,AU
Zamaat Modzhakhedov Tsentralnoy Asii,Entity,AU
Zarya Battalion,Entity,"NZ, AU"
Zavod im. V.A. Degtyareva OAO,Entity,AU
"Zavod Shampanskykh Vyn Novy Svit, DP",Entity,AU
Zawaya Group Co,Entity,AU
Zawaya Group for Development and Investment,Entity,AU
Zawaya Group for Development and Investment Co,Entity,AU
Zawaya Group for Development and Investment Co Ltd,Entity,AU
Zawaya Group for Development and Investment Company,Entity,AU
Zawaya Group for Development Investment Sociedad Limitada,Entity,AU
zawayagroup.com,Entity,AU
Zelendolsky Project and Design Bureau,Entity ,AU
Zelenodolsk Design Bureau Joint Stock Company,Entity ,AU
Zelenodolsk Design Bureau JSC,Entity ,AU
Zelenodolsk Shipyard Plant,Entity,NZ
ZID OJSC,Entity,AU
Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades ,Entity,AU
Zvezda PJSC,Entity,NZ
Asia Sun Trading Company Limited,,
Asia Sun Trading,,
Cargo Link Petroleum Logistics Co Ltd,,
Cargo Link Petroleum Logistics Company Limited,,
Cargo Link Pongrawe Logistics Company Limited,,
Sarmad Electronic Sepahan Company,,
Sepahan Sarmad Electronic,,
Sarmad Electronics Sepahan Private Limited Company,,
Sarmad Electronic Sepahan,,
Sarmad Electronics Co.,,
Sarmad Electronics,,
Saad Sazeh Faraz Sharif,,
Daria Fanavar Borhan Sharif,,
Sadid Sazeh Parvaz Sharif,,
Shakad Sanat Asmari,,
Sanat Asmari Company,,
Chakad Sanat Asmari Co,,
Chekad Sanat Faraz Asia,,
Enics Joint Stock Company,,
JSC ENIKS,,
ENICS,,
Motovilicha Plants Public Joint Stock Company,,
Motovilicha Plants PJSC,,
Motovilicha Plants Stock Corporation,,
Motovilikhinskie Zavody Special Machine-Building and Metallurgy PJSC,,
Motovilikhinskiye Zavody PJSC,,
Avangard Joint Stock Company,,
Avangard JSC,,
Avangard Plastik,,
FORSS Marine,,
Forss Marine Limited Liability Company,,
East Shipyard Joint Stock Company,,
Vostochnaya Verf JSC,,
"Aktcionernoe Obshchestvo ""Nauchno-Proizvodstvennoe Obedinenie"" Splav",,
NPO Splav OAO,,
Splav State Scientific Production Enterprise,,
Nizhniy Novgorod Plant of 70-Years of Victory Joint Stock,,
NZ of 70-Years of Victory Joint Stock Company,,
V.A. Degtyarev Plant Open Joint Stock Company,,
ZID OJSC,,
Zavod im. V.A. Degtyareva OAO,,
Kupol Izhevsk Electromechanical Plant Joint Stock Company,,
IEMZ Kupol JSC,,
Concern Granit-Electron Joint Stock Company,,
Concern Granit-Electron JSC,,
Scientific Production Association of Electromechanics Joint Stock Company,,
SPA of Electromechanics JSC,,
NPO Elektromechaniki JSC,,
Scientific and Production Association of Electro Mechanic JSC,,
Production Association Strela Joint Stock Company,,
PA Strela JSC,,
Production Association Strela,,
V.V. Bakhirev State Scientific Research Institute of Machine Building Joint Stock Company,,
GosnNIImash JSC,,
State Scientific Research Institute of Mechanical Engineering Imeni V.V. Bakhireva,,
Almaz Central Marine Design Bureau Joint Stock,,
CMDB Almaz JSC,,
A.E. Nudelman Precision Engineering Design Bureau Joint Stock Company,,
A.E. Nudelman KB Tochmash JSC,,
195 Repair Plant of Rocket and Artillery Weapons Joint Stock Company,,
195 RZ RAV,,
Ya.M. Sverdlov Plant Federal State Enterprise,,
Ya.M. Sverdlov Plant FSE,,
Plant Named After Ia.M.Sverdlov Federal State Enterprise,,
Vityaz Machine-Building Company Joint Stock Company,,
MBC Vityaz JSC,,
JSC Machine Building Company VITYAZ,,
Kaluga Research Institute of Radio Engineering Joint Stock Company,,
KNIRTI,,
Kaluga Scientific Research Radio Technology Institute,,
Plasma Research Institute of Gas Discharge Devices Joint Stock Company,,
AO Plasma,,
Plasma JSC,,
Russian Space Systems Joint Stock Company,,
RSS JSC,,
Russian Copper Company Joint Stock Company,,
RCC JSC,,
RMK CJSC,,
Highland Gold Mining Limited,,
Highland Gold,,
Rosgeologia Joint Stock Company,,
Rosgeologiya Joint Stock Company,,
Rosgeo,,
Rusgeology JSC,,
Patriot Private Military Company,,
PMC Patriot,,
Patriot PMC,,
Private Military Company Redut,,
PMC Redut,,
Private Military Company Redoubt,,
Limited Liability Company Redut-Bezopasnost,,
Limited Liability Company Redut Security,,
Redut-Security Limited Liability Company,,
"All-Russia ""Young Army"" Military Patriotic Social Movement",,
All Russian Children and Youth Military Patriotic Public Movement Youth Army,,
Yunarmiya,,
Vserossiskoe Detsko-Yunosheskoe Voennopatrioticheskoe Obshchestvennoe Dvizhenie Yunarmiya,,
Ibex Shipping Inc,,
Azia Shipping Holdings,,
Azia Shipping Holdings Limited,,
Shipping Company ASIA LLC,,
Azia Shipping Company,,
OOO Sudokhodnaia Kompaniia Azia,,
224 Flight Unit State Airline Open Joint Stock Company,,
224 LO OJSC,,
FU 224,,
TTF Air,,
OJSC Gosudarstvennaya Aviakompaniya 224 Letny Otryad,,
VOLATAVTO Open Joint Stock Company,,
VOLATAVTO OJSC,,
Planar Open Joint Stock Company,,
Planar OJSC,,
Planar Research and Production Holding for Precision Engineering,,
Horizont Holding Management Company Open Joint Stock Company,,
Horizont Group,,
Horizont Holding Management Company OJSC,,
Lenpromtransproekt Joint Stock Company,,
Lenpromtransproekt,,
LPTP JSC,,
Lenpromtransproyekt,,
The Berkakit-Tommot-Yakutsk Directorate for Railroad Construction Joint Stock Company,,
DSZhD BTYa JSC,,
Directorate for Railroad Construction Berkakit-Tommot-Yakutia JSC,,
The Berkakit-Tommot-Yakutsk Railway Line's Construction Directorate Joint-Stock Company,,
Crimean Railway Federal State Unitary Enterprise,,
Crimean Railway,,
The Railways of Crimea,,
First Crimean Insurance Company,,
KPSK OOO,,
Crimean First Insurance Company,,
AIRCRAFT ENGINES DESIGN AND MANUFACTURING COMPANY,,
DESIGN AND MANUFACTURING OF AERO ENGINES COMPANY,,
DAMA,,
TURBINE ENGINEERING MANUFACTURING,,
TEM,,
T.E.M. Co.,,
FANAVARAN SANAT ERTEBATAT COMPANY,,
FSE,,
COMMUNICATION INDUSTRY TECHNOLOGY,,
THE ISLAMIC REVOLUTIONARY GUARD CORPS NAVY,,
IRGC NAVY,,
ISLAMIC REVOLUTION GUARD CORPS NAVAL FORCE,,
Ansar Allah ,,
Ansarallah,,
the Houthis,,
al’anasir al-Huthyia,,
al-Harala al-Huthiya,,
al-Huythiyin,,
Ansar al-Huthi,,
Ansarullah,,
al-Shabab al-Mu’min,,
Believing Youth Elements,,
Houthis,,
the Houthi Movement,,
Houthist Elements,,
Houthi Supporters,,
Huthis,,
the Huthi Movement,,
Huthist Elements,,
Huthi Supporters,,
Houthi Group,,
Partisans of God,,
Supporters of God,,
Vostochnaya Stevedoring Company LLC,,
VSC,,
Limited Liability Company Eastern Stevedoring Company,,
Dunay Probable Naval Missile Facility,,
Marine Trans Shipping LLC,,
Marine Trans Shipping Limited Liability Company,,
Marine Trans Shipping,,
MG-Flot LLC,,
Transmorflot LLC,,
TransMorFlot Shipping Company,,
MG-Flot,,
M Leasing LLC,,
M Leasing Limited Liability Company,,
M Lizing,,
Sovfracht Joint Stock Company,,
OJSC Sovfracht,,
PJSC ‘Sovfracht’,,
Sovfracht,,
Hilltop Youth,,
No’ar HaGva’ot,,
Givonim,,
