Dictionary,Type,Countries
Hassan Tahir Oais ,Individual,AU
Hassan Tahir Uways ,Individual,AU
"Hassan TURKI,",Individual,AU
"Hassan TURKI, Sheikh",Individual,AU
HASSANZADEH Hasan,Individual,AU
HASSANZADEH Hassan,Individual,AU
Hassen Dahir Aweyes ,Individual,AU
Hassine Seifallah ben Amor ben,Individual,AU
HASSINE SEIFALLAH BEN OMAR BEN MOHAMED BEN,Individual,AU
HASSOUN Nahib,Individual,AU
HASSOUN Nazih,Individual,AU
HASSUN Nazih,Individual,AU
HATAMI Amir,Individual,AU
HAWRANI Habib,Individual,AU
Hayadatullah ,Individual,AU
Hayat Fazal,Individual,AU
HAYDAR Zuhayr,Individual,AU
Hayel AL-ASAD,Individual,AU
Hayel AL-ASSAD,Individual,AU
HAYRAPETYAN Larisa Leonidovna,Individual,AU
HAYRAPETYAN Larysa,Individual,AU
Haythem al-Kini,Individual,AU
HAZMANOV Oleh Mykhailovych,Individual,AU
He Li Cheng,Individual,AU
Hebbo,Individual,AU
HEIDARI Kiyumars,Individual,AU
HEIDARI Mohammad Ali Mohammad Sadegh,Individual,AU
Helal Mounir Ben Dhaou Ben Brahim Ben,Individual,AU
Helel Mounir,Individual,AU
Heni Lased Ben,Individual,AU
HENIN Ashraf Refaat Nabith,Individual,AU
Heq Abdul,Individual,AU
HERASYMOV Valeriy Vasylyovych,Individual,AU
HEREMET Mykhaylo Serhiyovych,Individual,AU
"Hersi TURKI, Hassan Abdillahi",Individual,AU
HEYDARI Kioumars,Individual,AU
HEYDARI Kyomarth,Individual,AU
HEYDARI Mohammad Sadegh,Individual,AU
Hicac Fehid Hicac Muhammed Sebib al-Acmi,Individual,AU
Hidayatullah,Individual,"NZ, AU"
Hidayatullah Najibullah Haqqani,Individual,AU
Hijaj Fahid Hijaj Muhammad Sahib al-Ajmi,Individual,AU
HIJAZI Mohamad Mahmoud,Individual,AU
Hijazi Raed M.,Individual,AU
Hijazi Raed Muhammad Hasan Muhammad,Individual,AU
Hikmat Mizban Ibrahim al-Azzawi,Individual,AU
Hilal (Sheikh) Musa,Individual,AU
"Hilarion Del Rosario Santos, III (third)",Individual,AU
"Hilarion Santos, III (third)",Individual,AU
Hilel Mounir,Individual,AU
HIRKIN Ihor Vsevolodovych,Individual,AU
Hissein Abdoulaye,Individual,AU
Hissene Abdoulaye,Individual,AU
Hizrat,Individual,AU
HLADKOV Vyacheslav Volodymyrovych,Individual,AU
Hlaing Min Aung,Individual,AU
Hlaing Senior General Min Aung,Individual,AU
HLAZEV Serhiy Yuriyovych,Individual,AU
Ho Chang Myong,Individual,AU
Ho O Yong,Individual,AU
Ho Ri Won,Individual,AU
Ho Yu Kwang,Individual,AU
Hocine,Individual,AU
HOJATI Mohsen,Individual,AU
HOJATI Moshen,Individual,AU
Hojjatoleslam Hossein TA'EB,Individual,AU
HOLIKOVA Tetiana Oleksiivna,Individual,AU
Hosein SHAMSABADI ,Individual,AU
HOSEYNITASH Ali,Individual,AU
HOSSEIN Fatemeh GHORBAN,Individual,AU
Hossein SAJEDI-NIA,Individual,AU
Hossein SHAMSABADI ,Individual,AU
HOSSEINI Fatemeh GHORBAN,Individual,AU
HOSSEINI Sardar Seyed Sadegh,Individual,AU
HOSSEINI Seyed Sadegh,Individual,AU
HOSSEINITASH Ali,Individual,AU
HOTSANIUK Iurii Mykhailovych,Individual,AU
HOTSENKO Vitaly,Individual,AU
Hottak Abdul Rahman Ahmad,Individual,AU
HOUEJ Mohamad Ali,Individual,AU
Hoummam Yahia Abou el,Individual,AU
HROMOV Oleksii Oleksiiovych,Individual,AU
HRYZLOV Borys Viacheslavovich,Individual,AU
Hsai Sai Lon,Individual,AU
Hseng Sai Long,Individual,AU
Htut Lieutenant-General Soe,Individual,AU
Htut Soe,Individual,AU
HUBAREV Pavlo Yuriyovych,Individual,AU
HUBAREVA Kateryna Yuriyivna,Individual,AU
HUBARYEV Pavlo,Individual,AU
Hudhayfah Abu,Individual,AU
Humaydah Muhammad Abd-al-Halim,Individual,AU
Hun Kil Jong,Individual,AU
Hun Kim Song,Individual,AU
Hurayrah Abu,Individual,AU
Husan,Individual,AU
Husari Bassam Ahmad,Individual,AU
Husayn  Muhammad al-Juaythini,Individual,AU
Husayn al-Salihin Salih al-Sha‘iri ,Individual,AU
Husayn Muhamad Husayn al-Juaythini,Individual,AU
Husayn Muhammad Husayn al-Juaythini,Individual,AU
HUSIEV Oleksandr Viktorovych,Individual,AU
Hussain,Individual,AU
Hussain Sakinah,Individual,AU
Hussein Abu,Individual,AU
Hussein Mohammad Tahir Hammid,Individual,AU
Hussein Sheikh Hassaan,Individual,AU
HUWAYJ Mohamed Ali AL,Individual,AU
Huwaysh Abd-al-Tawwab Mullah,Individual,AU
Hwan Mun Kyong,Individual,AU
Hwan Ri Chun,Individual,AU
Hwan Rim Yong,Individual,AU
Hwang Kyong-nam,Individual,AU
Hwang Sok-hwa,Individual,"NZ, AU"
Hwang Su-man,Individual,AU
HWEJ Mohamed,Individual,AU
Hwi Choe,Individual,AU
Hyok Ju,Individual,AU
HYOK RI SONG,Individual,AU
Hyok Son Jong,Individual,AU
Hyon Choe Myong,Individual,AU
Hyon Gwang Il ,Individual,AU
Hyon Kwang Il ,Individual,AU
Hyong Ku Ja,Individual,AU
IAROSH Petr Hryyhorovych,Individual,AU
IAROSH Petro Grigorievich,Individual,AU
IAROSH Petro Hryhorovych,Individual,AU
IATSENKO Viktor,Individual,AU
IBATULLIN Ramil Rakhmatullovich,Individual,NZ
Ibn al-Khattab,Individual,AU
"Ibnu Thoyib,",Individual,AU
"Ibnu Toyib,",Individual,AU
Ibrahim ‘Awad Ibrahim al-Badri al-Samarrai,Individual,AU
Ibrahim ‘Awad Ibrahim al-Samarra’i,Individual,AU
Ibrahim 'Isa Haji al-Bakr,Individual,AU
IBRAHIM 'ISA HAJJI MUHAMMAD AL-BAKR,Individual,AU
Ibrahim 'Issa al-Bakar,Individual,AU
Ibrahim 'Issa Haji Muhammad al-Bakar,Individual,AU
Ibrahim Ahmad Abd al-Sattar Muhammed Al-Tikriti,Individual,AU
Ibrahim al-'Asiri ,Individual,AU
Ibrahim al-Bakr,Individual,AU
Ibrahim AL-HASAN,Individual,AU
Ibrahim AL-HASSAN,Individual,AU
Ibrahim al-Madani,Individual,AU
Ibrahim al-Shawwakh ,Individual,AU
Ibrahim AL-YACOUB,Individual,AU
Ibrahim Anis,Individual,AU
Ibrahim Awwad Ibrahim Ali Al-Badri Al-Samarrai,Individual,AU
Ibrahim Dowood Hassan Shaikh,Individual,AU
Ibrahim Dr.,Individual,AU
Ibrahim Frere Petrus,Individual,AU
Ibrahim Hajj,Individual,AU
Ibrahim Hasan Talea Aseeri ,Individual,AU
Ibrahim Hasan Tali al-'Asiri ,Individual,AU
Ibrahim Hasan Tali Asiri ,Individual,AU
Ibrahim Hasan Tali'A 'Asiri,Individual,AU
Ibrahim Hassan Al Asiri  ,Individual,AU
Ibrahim Hassan al-Asiri ,Individual,AU
IBRAHIM HASSAN TALI AL-ASIRI,Individual,AU
Ibrahim Hassan Tali Assiri ,Individual,AU
Ibrahim Issa Hijji Muhammad al-Baker,Individual,AU
IBRAHIM Mohamed Heikmat,Individual,AU
IBRAHIM Mohamed Hekmat,Individual,AU
IBRAHIM Mohamed Hikmat,Individual,AU
IBRAHIM Mohammad Heikmat,Individual,AU
Ibrahim Mohammad Sholeh,Individual,AU
Ibrahim Mostafa Kamel Mostafa,Individual,AU
Ibrahim Muh Sholeh,Individual,AU
IBRAHIM Muhammad Heikmat,Individual,AU
Ibrahim Muhammad Sholeh,Individual,AU
Ibrahim Muhammad Soleh,Individual,AU
IBRAHIM Muhammed,Individual,AU
Ibrahim Osama Al Kuni,Individual,AU
Ibrahim Sab’awi Ibrahim Hasan Al-Tikriti,Individual,AU
Ibrahim Sabawi Ibrahim Al-Hassan Al-Tikriti,Individual,AU
Ibrahim Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
Ibrahim Sabawi Ibrahim Hassan Al-Tikriti,Individual,AU
Ibrahim Salih Mohammed AL-YACOUB,Individual,AU
Ibrahim Sholeh,Individual,AU
"IBRAHIM SULEIMAN HAMAD AL-HABLAIN
",Individual,AU
Ibrahim Walid ,Individual,AU
Ibrahim Zarroug AL-CHARIF,Individual,AU
Ibrohim Muhammad Sholeh,Individual,AU
Ignace,Individual,AU
IGNATOV Sergey,Individual,AU
IGNATOV Viktor,Individual,"NZ, AU"
Ignatov Viktor Aleksandrovich,Individual,NZ
Ignatova Yekaterina Sergeyevna,Individual,"NZ, AU"
Igor GIRKIN ,Individual,AU
Igor Mykolaiovych BEZLER ,Individual,AU
Igor Rudensky ,Individual,AU
Igor Sergeivich SHEVCHENKO ,Individual,AU
IGOSHIN Igor,Individual,AU
Igoshin Igor Nikolaevich,Individual,NZ
Ikonnikov Vasily Nikolayevich,Individual,"NZ, AU"
Ikram Jan Mohammad Madani,Individual,AU
Ikrima ,individual,AU
Il Kim Kyong,Individual,AU
IL PAK CHUN,Individual,AU
Il Pak Mun,Individual,AU
Il Ri Jae,Individual,AU
Ila Larzg Ben,Individual,AU
Ilinykh Vladimir Alekseevich,Individual,NZ
ILINYKH Vladimir Alexeyevich,Individual,AU
ILKAEV Ruslan Yunirovish,Individual,AU
ILTYAKOV Alexander,Individual,AU
Iltyakov Alexander Vladimirovich,Individual,NZ
ILYASH Igor Anatolyevich,Individual,NZ
Ilyashenko Andrey Vitalyevich,Individual,"NZ, AU"
Imad Arfauni,Individual,AU
Imad ben al-Mekki ben al-Akhdar al-Zarkaoui (previously listed as),Individual,AU
Imam Naib,Individual,AU
Imamovic Nusret,Individual,AU
Iman Maimaiti,Individual,AU
IMANIJAD Ehsan,Individual,AU
IMANINEJAD Ehsan,Individual,"NZ, AU"
Indunisi Abu Walid al,Individual,AU
Ingushi Saifuddin,Individual,AU
Injineer Ismaaciil ,Individual,AU
Intissar Al-Ubaydi,Individual,AU
"Iqbal A Rahman, Mohamad",Individual,AU
"Iqbal Abdul Rahman, Mohamad",Individual,AU
Iqbal Muhammad Ricky Ardhan bin Muhammad,Individual,AU
"Iqbal Rahman, Mohamad",individual,AU
Iqbal Zafar,Individual,AU
Irakeza Fred,Individual,AU
Iraq Ami,Individual,AU
Irek Envarovich FAIZULLIN   ,Individual,AU
Irhayyim Omar Mahmood,Individual,AU
Irina Rodnina ,Individual,AU
Irza Ami,Individual,AU
Isaac Jay Galang Perez ,Individual,AU
Isaev Andrey Konstantinovich,Individual,NZ
Isah Wali Adam,Individual,AU
Isakov Eduard Vladimirovich,Individual,"NZ, AU"
Isakov Vladimir,Individual,AU
Isakov Vladimir Pavlovich,Individual,NZ
Isamuddin Nurjaman Riduan,Individual,AU
Isamuddin Riduan ,individual,AU
Ishak Abdul Manan Mohammad,Individual,AU
ISHAKZAI GUL AGHA,Individual,AU
Islam Seit-Umarovich Atabiev ,Individual,AU
ISLAMI Mohamed,Individual,AU
ISLAMI Mohammad,Individual,AU
ISLAMI Mohammed,Individual,AU
ISLAMOV Dmitry,Individual,AU
Islamov Dmitry Viktorovich,Individual,NZ
Ismael ,Individual,AU
ISMAEL Amar,Individual,AU
ISMAEL Ammar,Individual,AU
Ismael De Vera ,Individual,AU
ISMAEL Mujahed,Individual,AU
ISMAEL Yousef,Individual,AU
Ismail ,Individual,AU
Ismail Abu,Individual,"NZ, AU"
ISMAIL Amar,Individual,AU
ISMAIL Ammar,Individual,AU
Ismail Eng.,Individual,AU
ISMAIL Mujahed,Individual,AU
ISMAIL Yousef,Individual,AU
ISMAILI Reza Gholi,Individual,AU
ISMAILI Reza-Gholi,Individual,AU
Ismailov Zaur Raufovich,Individual,"NZ, AU"
ISMAYILOV Zaur Raufovych,Individual,AU
Isnilon Tuan,Individual,AU
Israel,Individual,AU
ISSAJEV Andrei,Individual,AU
IVAKIN Iurii Vladimirovich,Individual,AU
IVAKIN Yuri Vladimirovich,Individual,AU
IVAKIN Yurii,Individual,AU
IVAKIN Yurij,Individual,AU
IVAKIN Yuriy Vladimirovich,Individual,AU
IVAKIN Yuriy Volodymyrovych,Individual,AU
Ivanayev Andrei Sergeyevich,Individual,"NZ, AU"
IVANCHIKHIN Mikhail  Alekseevich,Individual,NZ
Ivaninskiy Oleg,Individual,AU
Ivaninsky Oleg Ivanovich,Individual,NZ
IVANOV Alexander Vladimirovich,Individual,NZ
IVANOV Lt Gen. Sergey Borisovich,Individual,AU
IVANOV Maksim Yevgenevich,Individual,AU
Ivanov Maxim Anatolievich,Individual,NZ
IVANOV Maxim Anatolyevich,Individual,AU
Ivanov Maxim Evgenievich,Individual,NZ
Ivanov Nikolai Nikolaevich,Individual,NZ
Ivanov Nikolay,Individual,AU
Ivanov Sergei Borisovich,Individual,"NZ, AU"
Ivanov Sergei Sergeevich,Individual,"NZ, AU"
IVANOV Sergey,Individual,AU
IVANOV Sergey Borisovich,Individual,AU
Ivanov Sergey Pavlovich,Individual,NZ
IVANOV Serhii Borysovych,Individual,AU
Ivanov Timur Vadimovich,Individual,"NZ, AU"
IVANOV Victor Petrovich,Individual,AU
IVANOV Viktor,Individual,AU
IVANOV Viktor Petrovych,Individual,AU
Ivanov Vladimir,Individual,AU
IVANOV Vladimir  Aleksandrovich,Individual,NZ
Ivanov Vladimir Valerievich,Individual,NZ
IVANOVA Lenara Khakimovna,Individual,NZ
Ivanyuzhenkov Boris,Individual,AU
Ivanyuzhenkov Boris Viktorovich,Individual,NZ
IVASHCHENKO Konstantin Vladimirovich,Individual,"NZ, AU"
IVASHCHENKO Kostyantyn Volodymyrovych,Individual,AU
IVENSKIKH Irina,Individual,AU
Ivenskikh Irina Valentinovna,Individual,NZ
IVLEV Leonid,Individual,AU
Ivlev Leonid Grigorievich,Individual,NZ
Iyad al-Toubasi,Individual,AU
Iyad al-Tubasi,Individual,AU
IYAMUREMYE GASTON,Individual,AU
Izabayo Deogratias Bigaruka,Individual,AU
Izza Ammy,Individual,AU
Izzat Ibrahim al-Duri,Individual,AU
Jabbar Muawin,Individual,AU
Jabbar Mullah,Individual,AU
JABER ABDALLAH JABER AHMAD AL-JALAHMAH,Individual,AU
JABER Aiman,Individual,AU
Jaber Al-Jalamah,Individual,AU
JABER Ayman Mehriz,Individual,AU
JABER Ayman Mohriz,Individual,AU
JABER Aymin,Individual,AU
JABER Mohammed,Individual,AU
Jabir 'Abdallah Jabir Ahmad Al-Jalamah,Individual,AU
JABIR Aiman,Individual,AU
Jabir Al-Jalhami,Individual,AU
JABIR Ayman,Individual,AU
JABIR Ayman Muhriz,Individual,AU
JABIR Mohammed,Individual,AU
JABIR Muhammad Mahruz,Individual,AU
JABIR Muhammad Muhraz,Individual,AU
JABIR Muhammad Muhriz,Individual,AU
Jadallah Walid,Individual,AU
JADALLAH Walid Mohammed Mustafa,Individual,AU
JADEED Ma'an,Individual,AU
JADEED Maan,Individual,AU
Jadhran Ibrahim Saeed Salim,Individual,AU
Jadran Mohammad-Omar,Individual,AU
Jadranko Prlić,Individual,AU
Jafar Anis Alawi,Individual,AU
JAFARI Ali,Individual,AU
JAFARI Aziz,Individual,AU
JAFARI Milad,Individual,AU
JAFARI Mohammad Ali,Individual,AU
JAHANI ABDELRAHMAN MOUHAMAD ZAFIR AL DABIDI AL,Individual,AU
Jahleb Ahmed,Individual,AU
JAHLEB Ahmed Sadu,Individual,AU
Jahleb Ahmed Sadu Yousef,Individual,AU
Jakhlab Ahmad Saado Yusuf,Individual,AU
Jalahmah Jabir Abdallah Jabir Ahmad,Individual,AU
Jalloul,Individual,AU
Jamal Abu,Individual,AU
Jamal Muhammad,Individual,AU
Jamal Mustafa Abdallah Sultan Al-Tikriti,Individual,AU
Jamal Qudratullah,Individual,AU
Jamieel AL-HASSAN,Individual,AU
Jamil AL-HASSAN,Individual,AU
Jan Abdul Kabir Mohammad,Individual,AU
Jan Haji Ahmad,Individual,AU
Jan Nazar,Individual,AU
JAN SAIDULLAH,Individual,AU
Jang Bom Su ,Individual,AU
Jang Myong-Jin,Individual,AU
Jang Pom Su ,Individual,AU
JANI Saeed Ara,Individual,AU
JANI Said Agha,Individual,AU
JANI Said Ara,Individual,AU
JARAD Ahmad Yousef,Individual,AU
JARAD Ahmed Youssef,Individual,AU
JAROSH Petr Grigorievich,Individual,AU
JAROSH Petr Hryyhorovych,Individual,AU
JAROSH Petro Grigorievich,Individual,AU
JARRAD Ahmed Yousef,Individual,AU
Jasem AL-FREIJ,Individual,AU
Jasim AL-FURAYJ,Individual,"NZ, AU"
Javad Abu,Individual,AU
Javad DARVISH-VAND,Individual,AU
JAVANI Yadollah,Individual,AU
JAVIDAN Ali Akbar,Individual,AU
Jawhar Majid Al-Duri,Individual,AU
JDEED Ma'an,Individual,AU
JDEED Maan,Individual,AU
JDID Maan,Individual,AU
JDIID Maan,Individual,AU
Jefimow Vitali,Individual,AU
Jelil Youssef Ould Abdel,Individual,AU
Jendoubi Abou Ismail el,Individual,AU
Jerome Commandant,Individual,AU
Ji Baba,Individual,AU
Ji Hafiz,Individual,AU
Jiang Wen-ji  ,Individual,AU
Jibril Muhammad Ricky Ardhan bin Abu,Individual,AU
Jihad Abu,Individual,"NZ, AU"
JIHAD ABUL,Individual,AU
Jimboy,Individual,AU
Jin Ryu,Individual,AU
Jin Tiesan (金铁三),Individual,AU
Jo Yong-Won,Individual,AU
Joe,Individual,AU
John,Individual,AU
Jok Gabriel,Individual,AU
Joma,Individual,AU
Jon Myong Guk ,Individual,AU
Joseph Kony ,Individual,AU
JOSEPH Zvi BAR,Individual,AU
Joumani Lehbib Ould Ali Ould Said Ould,Individual,AU
JOZITSIN Nikolay Ivanovich,Individual,AU
JR FELICIANO SEMBORIO DELOS REYES,Individual,AU
"JR RUBEN PESTANO LAVILLA,",Individual,AU
Juan Jesús NARVÁEZ GOÑI,Individual,AU
Juaythini Husayn,Individual,AU
Juaythini Husayn Muhammad Husayn,Individual,AU
Juhan Abdelrahman Mouhamad Zafir al Dabissi,Individual,AU
Juhani Abdelrahman Mouhamad Zafir al Dabissi,Individual,AU
Julkipli Salim Y Salamuddin,Individual,AU
Juma Najibullah Muhammad,Individual,AU
Jumah AL-AHMAD,Individual,AU
Jumah AL-AHMED,Individual,AU
Jun Ji Sang,Individual,AU
Jun Jo Yon,Individual,AU
JUNDI ,Individual ,AU
Jundullah Abdul Heq,Individual,AU
Junjuaka Abdullah,Individual,AU
Junjun,Individual,AU
KABAEVA Alina    Maratovna ,Individual,"NZ, AU"
KABAJEVA Alina Maratovna,Individual,AU
Kabir A.,Individual,AU
Kabo Ayman,Individual,AU
KABURNEEV Eduard Valeryevich,Individual,AU
KABURNEYEV Eduard Valeryevich,Individual,AU
Kabyshev Sergei,Individual,AU
Kabyshev Sergey Vladimirovich,Individual,NZ
Kachkaev Pavel,Individual,AU
Kachkaev Pavel Rurikovich,Individual,NZ
Kaddoumi Khaled,Individual,AU
KADDOUR Khaled,Individual,AU
KADDOUR Khalid,Individual,AU
KADENKOV Dmitry,Individual,AU
Kadenkov Dmitry Mikhailovich,Individual,NZ
"Kader ES SAYED,",Individual,AU
KADHAFI Quren Salih Quren AL,Individual,AU
KADYROV Ramzan   Akhmadovitch,Individual,"NZ, AU"
KADYROV Ramzan Akhmatovich,Individual,AU
KADYROV Ramzan Akhmatovych,Individual,AU
KADYROW Ramzan Achmatowisch,Individual,AU
Kahwa Mandro Panga,Individual,AU
KAINA Colonel Innocent,Individual,AU
KAINA INNOCENT,Individual,AU
Kajaju Mzee,Individual,AU
Kakazada,Individual,AU
Kakazada Rahmatullah,Individual,AU
Kaki Ur-Rehman,Individual,AU
KAKIDZIANOV Ihor Yevhenovyc,Individual,AU
KAKIDZIANOV Ihor Yevhenovych,Individual,AU
Kakidzyanov Igor  Evgenevich ,Individual,"NZ, AU"
Kakorere Frank,Individual,AU
Kakwavu Jérôme,Individual,AU
Kalabayeva Valeriya ,Individual,NZ
Kalad Balkasam,Individual,AU
Kalad Bekasam,Individual,AU
Kalad Belkasam,Individual,AU
Kalaf Fuad Mohamed,Individual,AU
Kalaf Fuad Mohammed,Individual,AU
Kalashnik Sergey Viktorovich,Individual,"NZ, AU"
Kalashnikov Leonid Ivanovich,Individual,"NZ, AU"
Kalib Trinidad  ,Individual,AU
KALIMULLIN Rustam,Individual,AU
Kalimullin Rustam Galiullovich,Individual,NZ
KALININ Vadim Konstantinovich,Individual,AU
Kalume Andre,Individual,AU
KALYUSSKIY Oleksandr Arkadiyovych,Individual,AU
KALYUSSKY Aleksandr,Individual,AU
Kalyussky Alexandr  Aleksandrovich,Individual,"NZ, AU"
KALYUSSKY Alexandr Arkadievich,Individual,AU
Kamal Ben Maoeldi Ben Hassan Al-Hamraoui,Individual,AU
Kamal Mustafa Abdallah Sultan al-Tikriti,Individual,AU
Kambodee Abu Laghm Al,Individual,AU
Kamel,Individual,AU
Kamel Hamraoui,Individual,"NZ, AU"
Kammoun Mehdi Ben Mohamed Ben Mohamed,Individual,AU
Kamnev Georgy,Individual,AU
Kamnev Georgy Petrovich,Individual,NZ
Kamran Gul Mohammad,Individual,AU
KAMSHILOV Oleg Anatolievich,Individual,AU
KAMSHYLOV Oleh Anatoliyovych,Individual,AU
Kamyshanova Aleksandra Aleksandrovna,Individual,"NZ, AU"
KAMYSHEV Denis Valentinovich,Individual,NZ
Kanaev Alexey Valerianovich,Individual,NZ
KANAYEV Alexei,Individual,AU
KANDELAKI Tina,Individual,AU
KANDELAKI Tinatin Givievna,Individual,AU
KANDELAKI Tinatin Hiviivna,Individual,AU
Kang Chun-Il,Individual,"NZ, AU"
Kanokov Arsen Bashirovich,Individual,"NZ, AU"
KANOKOV Arsen Bashyrovych,Individual,AU
Kanokov Timur,Individual,AU
Kanokov Timur Borisovich,Individual,NZ
Kanonga Gédéon Kyungu Mutanga Wa Bafunkwa,Individual,AU
Kapere Otim,Individual,AU
KAPLUNNIK Irina Aleksandrovna,Individual,NZ
Kara-ool Sholban Valerievich,Individual,NZ
KARAGANOV Sergei Aleksandrovich,Individual,AU
KARAGANOV Sergey Aleksandrovich,Individual,AU
KARAHANOV Serhii Oleksandrovych,Individual,AU
Karakaev Sergey Viktorovich,Individual,NZ
KARAMAN Aleksandr,Individual,AU
Karaman Aleksandr  Akimovich,Individual,"NZ, AU"
KARAMAN Aleksandru,Individual,AU
KARAMAN Alexander,Individual,AU
KARAMAN Oleksandr Akimovych,Individual,AU
KARAMI Hassan,Individual,AU
KARAMI Mohammad,Individual,AU
Karasin Grigory Borisovich,Individual,"NZ, AU"
Karate Mahad,Individual,AU
Karate Mahad Mohamed Ali,Individual,AU
Karate Mahad Warsame Qalley,Individual,AU
Karelin Alexander Alexandrovich,Individual,"NZ, AU"
Karelova Galina Nikolayevna,Individual,"NZ, AU"
Karginov Sergei,Individual,AU
Karginov Sergey Genrikhovich,Individual,NZ
KARIAKIN Oleksii,Individual,AU
Karim Abdul,Individual,AU
Karim Abdullah Hamad Mohammad,Individual,AU
Karim Abu,Individual,AU
KARIM Ali ABD AL,Individual,AU
KARIM Ali ABDUL,Individual,AU
Karim Haji,Individual,AU
Karim Mohammed Yusip,Individual,AU
Karimullah Haji,Individual,AU
Karina Yurevna ROTENBERG ,Individual,AU
Karlin Alexander Bogdanovich,Individual,"NZ, AU"
KARLOV Gennady Vyacheslavovich,Individual,AU
Karlov Georgy,Individual,AU
Karlov Georgy Alexandrovich,Individual,NZ
Karmazina Raisa Vasilievna,Individual,"NZ, AU"
Karpov Anatoly,Individual,AU
Karpov Anatoly Evgenievich,Individual,NZ
KARPOV Pavel Aleksandrovich,Individual,AU
KARTAPOLOV Andrei,Individual,AU
KARTAPOLOV Andrei Valeryevich,Individual,AU
Kartapolov Andrey,Individual,AU
KARTAPOLOV Andrey Valerievich,Individual,AU
Kartapolov Andrey Valeriyevich,Individual,NZ
KARTAPOLOV Andriy Valeriyovych,Individual,AU
KARTAPOLOV Colonel-General Andrei,Individual,AU
KARTAPOLOV Colonel-General Andrei Valeryevich,Individual,AU
Karyakin Aleksey Vyacheslavovich,Individual,"NZ, AU"
KARYAKIN Alexei,Individual,AU
KARYAKIN Alexei Vyacheslavovich,Individual,AU
KARYAKIN Oleksiy Vyacheslavovych,Individual,AU
Kasatonov Vladimir Lvovich,Individual,"NZ, AU"
Kashef Muhammad Jamal Abdo Al,Individual,AU
Kashin Vladimir,Individual,AU
Kashin Vladimir Ivanovich,Individual,NZ
Kashlaf,Individual,AU
Kashlaf Mohammed al-Hadi al-Arabi,Individual,AU
KASIBANTE ,Individual,AU
Kasinsky Leonid Viktorovich,Individual,"NZ, AU"
Kaskar Daud Hasan Shaikh Ibrahim,Individual,AU
Kaskar Daud Ibrahim Memon,Individual,AU
Kaskar Dawood Hasan Ibrahim,Individual,AU
Kaskar Dawood Ibrahim,Individual,AU
Kastyukevich Igor,Individual,AU
Kastyukevich Igor Yurievich,Individual,NZ
Katanga Germain,Individual,AU
KATCAVALOV Evgenii,Individual,AU
Kathim Rashid Taan,Individual,AU
KATSAVALOV Evgeny Anatolievich,Individual,"NZ, AU"
KAUROV Valerii Volodymyrovych,Individual,AU
KAUROV Valeriy,Individual,AU
KAUROV Valeriy Volodymyrovych,Individual,AU
KAUROV Valery Vladimirovich,Individual,AU
KAVDZHARADZE Maksim Gennadevich,Individual,AU
Kavdzharadze Maksim Gennadyevich ,Individual,NZ
KAVDZHARADZE Maksym Hennadiyovych,Individual,AU
Kavinov Artem Alexandrovich,Individual,"NZ, AU"
KAZAKOV Viktor,Individual,AU
Kazakov Viktor Alekseevich,Individual,NZ
Kazakova Olga Mikhailovna,Individual,"NZ, AU"
Kazankov Sergei,Individual,AU
Kazankov Sergei Ivanovich,Individual,NZ
Kazanokov Krym Olievich,Individual,"NZ, AU"
Kecil Umar,Individual,AU
KEOSAYAN Tigran Edmondovich,Individual,AU
Kerimov Suleiman Abusaidovich ,Individual,NZ
KERIMOV Suleyman Abusaidovich,Individual,AU
KESAEV Igor Albertovich,Individual,"NZ, AU"
Keslaf,Individual,AU
KETABACHI Mehdrdada Akhlaghi,Individual,AU
KETABCHI Merhdad Akhlaghi,Individual,AU
KETABCHI Merhdada,Individual,AU
"KEVIN JORDAN AXEL GUIAVARCH 
",Individual,AU
KHABIROV Radii Farytovych,Individual,AU
Khabirov Radiy Faritovich,Individual,"NZ, AU"
KHACHATUROV Tigran Garikovich,Individual,NZ
KHADDOR Mohamed,Individual,AU
KHADDOR Mohammad,Individual,AU
KHADDOUR Mohamed,Individual,AU
KHADDOUR Muhammad,Individual,AU
KHADDUR Mohamed,Individual,AU
Khadem Abdul Rauf,Individual,AU
Khader Abdel,Individual,AU
KHADOUR Mohammad,Individual,AU
Khaimourzina Elmira Abdulbarievna,Individual,"NZ, AU"
KHAIMURZINA Elmira,Individual,AU
KHAIR Abdelbasit Hamza Elhassan Mohamed,Individual,AU
Khairkhwa Khirullah Said Wali,Individual,AU
Khairkhwah Khairullah,Individual,AU
Khairkhwah Mullah Khairullah,Individual,AU
Khairullah Haji,Individual,AU
Khairy Hamad el,Individual,AU
Khairy Hamada Ould Mohamed Lemine Ould Mohamed el,Individual,AU
KHAKIMZIANOV Ihor Yevhenovych,Individual,AU
KHAKIMZYANOV Igor Evegenevich,Individual,AU
Khalaf Fuad,Individual,AU
Khalaf Fuad Mohamed,Individual,AU
"Khalafan GHILANI, Ahmad",Individual,AU
Khald AL-TAWEEL,Individual,AU
Khald AL-TAWIL,Individual,AU
Khaled A. Al-Fauwaz ,Individual,AU
Khaled Abou Abbes,Individual,AU
Khaled Abu,Individual,AU
