Ідентифікатор в реєстрі,Ім'я/назва суб'єкта,Тип,Статус,Указ Президента,Дата введення в дію,США,Велика Британія,Канада,ЄС,Швейцарія,Японія,Австралія,Нова Зеландія,Посилання на рішення
20514,"Акціонерне товариство ""Русатом автоматизовані системи управління""",legal,active,57/2023,2023-02-05,,,,,,,,,
20515,"Товариство з обмеженою відповідальністю ""Русатом – Цифрові рішення""",legal,active,57/2023,2023-02-05,,,,,,,,,
20516,"Товариство з обмеженою відповідальністю ""НІІАР-Генерація""",legal,active,57/2023,2023-02-05,,,,,,,,,
20517,"Автономна некомерційна організація ""Корпоративна академія Держкорпорації ""Росатом""",legal,active,57/2023,2023-02-05,,,,,,,,,
20518,"Акціонерне товариство ""Русатом Хелскеа""",legal,active,57/2023,2023-02-05,,,,,,,,,
20519,"Акціонерне товариство ""Прорив""",legal,active,57/2023,2023-02-05,,,,,,,,,
20520,"Товариство з обмеженою відповідальністю ""Лідер консорціуму ""Міжнародний центр досліджень на базі реактора ""МБІР""",legal,active,57/2023,2023-02-05,,,,,,,,,
20521,"Федеральне державне унітарне ""Гідрографічне підприємство""",legal,active,57/2023,2023-02-05,,,,,,,,,
20522,"Акціонерне товариство ""Атомкапітал""",legal,active,57/2023,2023-02-05,,,,,,,,,
20523,"Акціонерне товариство ""Відомча охорона Росатома""",legal,active,57/2023,2023-02-05,,,,,,,,,
20524,"Відкрите акціонерне товариство ""Інститут реакторних матеріалів""",legal,active,57/2023,2023-02-05,,,,,,,,,
20525,"Акціонерне товариство ""Державний науковий центр – науково-дослідний інститут атомних реакторів""",legal,active,57/2023,2023-02-05,,,,,,,,,
20526,"Акціонерне товариство ""Науково-дослідний інститут конструкційних матеріалів на основі графіта ""НІІграфіт""",legal,active,57/2023,2023-02-05,,,,,,,,,
20527,"Акціонерне товариство ""Державний науковий центр Російської Федерації Троїцький інститут інноваційних і термоядерних досліджень""",legal,active,57/2023,2023-02-05,,,,,,,,,
20528,"Акціонерне товариство ""Наука і інновації""",legal,active,57/2023,2023-02-05,,,,,,,,,
20529,"Акціонерне товариство ""Російський надпровідник""",legal,active,57/2023,2023-02-05,,,,,,,,,
20530,"Приватна установа державної копорації з атомної енергії ""Росатом"" ""Проектний центр ІТЕР""",legal,active,57/2023,2023-02-05,,,,,,,,,
20531,"Приватна установа із забезпечення наукового розвитку атомної галузі ""Наука і інновації""",legal,active,57/2023,2023-02-05,,,,,,,,,
20532,"Акціонерне товариство ""Ордену Трудового Червоного Прапору науково-дослідний фізико-хімічний інститут імені Л.Я. Карпова""",legal,active,57/2023,2023-02-05,,,,,,,,,
20533,"Акціонерне товариство ""НДІЕФА ім. Д.В.Єфремова""",legal,active,57/2023,2023-02-05,,,,,,,,,
20534,"Акціонерне товариство ""Науково-технічний і сертифікаційний центр із комплексного захисту інформації""",legal,active,57/2023,2023-02-05,,,,,,,,,
20535,"Федеральне державне унітарне підприємство ""Російський федеральний ядерний центр – Всеросійський науково-дослідний інститут технічної фізики імені академіка Е.І.Забабахіна""",legal,active,57/2023,2023-02-05,,,,,,,,,
20536,"Федеральне державне унітарне підприємство ""Російський федеральний ядерний центр – Всеросійський науково-дослідний інститут експериментальної фізики""",legal,active,57/2023,2023-02-05,,,,,,,,,
20537,"Акціонерне товариство ""Інфраструктура і сервіс РФЯЦ – ВНІІЕФ""",legal,active,57/2023,2023-02-05,,,,,,,,,
20538,"Акціонерне товариство ""Забезпечення РФЯЦ-ВНІІЕФ""",legal,active,57/2023,2023-02-05,,,,,,,,,
20539,"Федеральне державне унітарне підприємство ""Приладобудівний завод імені К.А.Володіна""",legal,active,57/2023,2023-02-05,,,,,,,,,
20540,"Акціонерне товариство ""Виробниче об'єднання ""Сєвєр""",legal,active,57/2023,2023-02-05,,,,,,,,,
20541,"Федеральне державне унітарне підприємство ""Національний оператор із поводження з радіоактивними відходами""",legal,active,57/2023,2023-02-05,,,,,,,,,
20542,"Товариство з обмеженою відповідальністю ""ЕнергоАвтотранс""",legal,active,57/2023,2023-02-05,,,,,,,,,
20543,"Акціонерне товариство ""Федеральний наукововиробничий центр ""Виробниче об'єднання ""Старт"" імені М.В.Проценко""",legal,active,57/2023,2023-02-05,,,,,,,,,
20544,"Федеральне державне унітарне підприємство ""Комбінат ""Електрохімприлад""",legal,active,57/2023,2023-02-05,,,,,,,,,
20545,"Акціонерне товариство ""Федеральний центр науки та високих технологій ""Спеціальне науково-виробниче об'єднання ""Елерон""",legal,active,57/2023,2023-02-05,,,,,,,,,
20546,"Акціонерне товариство ""Науково-дослідний інститут приладів""",legal,active,57/2023,2023-02-05,,,,,,,,,
20547,"Акціонерне товариство ""Координаційний Центр зі створення систем безпеки та управління ""Атомбезпека"" Державної корпорації з атомної енергії ""Росатом""",legal,active,57/2023,2023-02-05,,,,,,,,,
20548,"Акціонерне товариство ""Уральський електромеханічний завод""",legal,active,57/2023,2023-02-05,,,,,,,,,
20549,"Акціонерне товариство ""Аварійно-технічний центр Росатома""",legal,active,57/2023,2023-02-05,,,,,,,,,
